title,year,tg,tg_adj,op,op_adj,tg_theaters,op_theaters,opdate,cldate,days,budget
Forgiveness of Blood,2012.0,126700,191.97,26724,8908.0,12,3,2/24/2012,4/19/2012,55.0,
Escape Fire,2012.0,126238,60.459,30953,2579.417,12,12,10/5/2012,3/28/2013,174.0,
"Turn Me On, Dammit!",2012.0,126085,17.597,10145,5072.5,5,2,3/30/2012,03/02/2016,1433.0,
God Bless America,2012.0,122550,131.774,27308,1950.571,15,14,5/11/2012,7/12/2012,62.0,
Cowgirls n' Angels,2012.0,120680,120.68,54675,1093.5,50,50,5/25/2012,6/14/2012,20.0,
Bel Ami,2012.0,120462,146.015,38018,2534.533,15,15,6/8/2012,8/2/2012,55.0,
Bullet Vanishes,2012.0,117629,311.188,43444,3103.143,14,14,8/31/2012,9/27/2012,27.0,
Beware of Mr. Baker,2012.0,116476,73.255,12195,12195.0,15,1,11/28/2012,3/14/2013,106.0,
The Woman in the Fifth,2012.0,113800,5.995,33011,3667.889,14,9,6/15/2012,03/02/2016,1356.0,
Burn (2012),2012.0,113173,643.028,1970,1970.0,4,1,11/9/2012,12/23/2012,44.0,
Follow Me: The Yoni Netanyahu Story,2012.0,112679,61.139,7882,7882.0,19,1,5/4/2012,8/9/2012,97.0,
Wild Horse Wild Ride,2012.0,111205,96.281,3610,3610.0,21,1,8/24/2012,10/18/2012,55.0,
The Obama Effect,2012.0,110904,221.808,83896,3355.84,25,25,7/13/2012,8/2/2012,20.0,
The Perfect Family,2012.0,110313,91.928,14300,2860.0,25,5,5/4/2012,6/21/2012,48.0,
5 Broken Cameras,2012.0,109983,8.907,6674,6674.0,9,1,5/30/2012,03/02/2016,1372.0,
Hello I Must Be Going,2012.0,106709,93.604,23904,11952.0,15,2,9/7/2012,11/22/2012,76.0,
Butter,2012.0,105018,194.478,70931,788.122,90,90,10/5/2012,10/11/2012,6.0,
The Magic of Belle Isle,2012.0,102388,165.142,10367,2591.75,10,4,7/6/2012,9/6/2012,62.0,
"Oslo, August 31st",2012.0,101475,122.851,9564,4782.0,7,2,5/25/2012,9/20/2012,118.0,
Wuthering Heights (2012),2012.0,100915,135.638,8956,8956.0,12,1,10/5/2012,12/6/2012,62.0,
Mugamoodi,2012.0,100809,177.794,55501,2642.905,21,21,8/31/2012,9/27/2012,27.0,
V/H/S,2012.0,100345,128.813,36402,2275.125,19,16,10/5/2012,11/15/2012,41.0,
360,2012.0,100343,152.035,12186,6093.0,12,2,8/3/2012,9/27/2012,55.0,
Hardflip,2012.0,96734,191.174,49879,2267.227,22,22,6/1/2012,6/24/2012,23.0,
Goodbye First Love,2012.0,95000,703.704,21077,5269.25,5,4,4/20/2012,5/17/2012,27.0,
The Road (2012),2012.0,92476,142.271,56692,1133.84,50,50,5/11/2012,5/24/2012,13.0,
Starlet,2012.0,88212,84.819,15662,2610.333,10,6,11/9/2012,2/21/2013,104.0,
Marina Abramovic: The Artist is Present,2012.0,86637,144.395,11041,5520.5,5,2,6/13/2012,10/11/2012,120.0,
The Eye of the Storm,2012.0,83566,149.76,25785,3683.571,9,7,9/7/2012,11/8/2012,62.0,
Hating Breitbart,2012.0,81432,508.95,40673,10168.25,8,4,10/19/2012,11/8/2012,20.0,
The Innkeepers,2012.0,78396,116.142,29557,1182.28,25,25,2/3/2012,3/1/2012,27.0,
This is Not a Film,2012.0,77016,47.688,12608,2521.6,5,5,2/29/2012,1/17/2013,323.0,
The Island President,2012.0,76398,10.648,13998,6999.0,5,2,3/28/2012,03/02/2016,1435.0,
Hara-Kiri: Death of a Samurai,2012.0,75688,145.554,10920,5460.0,5,2,7/20/2012,11/1/2012,104.0,
On the Ice,2012.0,73492,193.4,17901,4475.25,5,4,2/17/2012,5/3/2012,76.0,
Detachment,2012.0,72689,3.349,10739,5369.5,15,2,3/16/2012,03/02/2016,1447.0,
The Invisible War,2012.0,71968,2.808,16500,4125.0,19,4,6/22/2012,03/02/2016,1349.0,
Runaway Slave,2012.0,71737,351.652,3626,3626.0,6,1,7/6/2012,8/9/2012,34.0,
My Way (2012),2012.0,70177,72.497,17817,809.864,22,22,4/20/2012,6/3/2012,44.0,
Taur Mittran Di,2012.0,69510,2.082,49926,2080.25,24,24,5/11/2012,03/02/2016,1391.0,
An Inconsistent Truth,2012.0,69394,481.903,20733,20733.0,3,1,1/27/2012,3/15/2012,48.0,
Intruders,2012.0,69136,161.156,40746,1234.727,33,33,3/30/2012,4/12/2012,13.0,
Klown,2012.0,68795,78.176,19683,6561.0,16,3,7/27/2012,9/20/2012,55.0,
Deadfall (2012),2012.0,66351,81.312,19391,1762.818,17,11,12/7/2012,1/24/2013,48.0,
Toys in the Attic,2012.0,64918,58.643,19913,737.519,27,27,9/7/2012,10/18/2012,41.0,
Girlfriend Boyfriend - GF BF,2012.0,64414,309.683,29016,1813.5,16,16,8/3/2012,8/16/2012,13.0,
The Details,2012.0,63595,96.796,18528,1323.429,73,14,11/2/2012,11/11/2012,9.0,
Let the Bullets Fly,2012.0,63012,114.567,11287,2257.4,10,5,3/2/2012,4/26/2012,55.0,
Backwards,2012.0,61465,5.429,23190,4638.0,9,5,9/21/2012,03/02/2016,1258.0,
Neighboring Sounds,2012.0,60255,68.549,12666,6333.0,3,2,8/24/2012,6/13/2013,293.0,
Gregory Crewdson: Brief Encounters,2012.0,60064,151.677,1492,1492.0,3,1,11/2/2012,3/14/2013,132.0,
Declaration of War,2012.0,59100,111.932,12791,2131.833,11,6,1/27/2012,3/15/2012,48.0,
Vulgaria,2012.0,59059,184.559,31097,1943.562,16,16,9/28/2012,10/18/2012,20.0,
Side By Side,2012.0,58825,72.623,6956,6956.0,9,1,8/17/2012,11/15/2012,90.0,
Beyond the Black Rainbow,2012.0,56491,148.661,4957,2478.5,5,2,5/18/2012,8/2/2012,76.0,
The Turin Horse,2012.0,56391,250.627,9145,9145.0,3,1,2/10/2012,4/25/2012,75.0,
Natural Selection,2012.0,55282,12.735,10375,10375.0,3,1,3/16/2012,03/02/2016,1447.0,
Deitrick Haddon's A Beautiful Soul,2012.0,54008,300.044,46410,2320.5,20,20,5/4/2012,5/13/2012,9.0,
Dangerous Liaisons (2012),2012.0,54000,333.333,18027,3004.5,6,6,11/9/2012,12/6/2012,27.0,
Surviving Progress,2012.0,53953,53.845,4161,2080.5,6,2,4/6/2012,9/20/2012,167.0,
A Trip to the Moon/The Extraordinary Voyage,2012.0,52986,43.718,2915,971.667,6,3,2/10/2012,8/30/2012,202.0,
Occupy Unmasked,2012.0,52768,1014.769,40952,10238.0,4,4,9/21/2012,10/4/2012,13.0,
Red Lights (2012),2012.0,52624,85.987,10340,5170.0,18,2,7/13/2012,8/16/2012,34.0,
Jodi Breakers,2012.0,52618,584.644,52618,1169.289,45,45,2/24/2012,2/26/2012,2.0,
Painted Skin: The Resurrection,2012.0,50425,6.5,17791,2965.167,6,6,8/17/2012,03/02/2016,1293.0,
Wake in Fright,2012.0,50394,50.596,6761,6761.0,12,1,10/5/2012,12/27/2012,83.0,
The Fitzgerald Family Christmas,2012.0,50292,88.698,13800,3450.0,21,4,12/7/2012,1/3/2013,27.0,
"All's Well, End's Well (2012)",2012.0,47919,119.798,23250,1162.5,20,20,1/27/2012,2/16/2012,20.0,
War of the Buttons (2012),2012.0,47771,50.551,4737,947.4,35,5,10/12/2012,11/8/2012,27.0,
Sing Your Song,2012.0,47718,84.011,13459,6729.5,4,2,1/13/2012,6/3/2012,142.0,
Step Up to the Plate,2012.0,47439,45.44,5643,2821.5,6,2,9/14/2012,3/7/2013,174.0,
Ballplayer: Pelotero,2012.0,46109,74.369,20628,2062.8,10,10,7/13/2012,9/13/2012,62.0,
The Pruitt-Igoe Myth,2012.0,44883,71.928,4721,4721.0,6,1,1/20/2012,5/3/2012,104.0,
Union Square,2012.0,44830,215.529,14406,3601.5,4,4,7/13/2012,9/3/2012,52.0,
Double Trouble ,2012.0,44788,287.103,17978,1498.167,12,12,6/8/2012,6/21/2012,13.0,
OC87,2012.0,43583,5.275,5733,5733.0,6,1,5/25/2012,03/02/2016,1377.0,
The Graduate: 45th Anniversary Reunion,2012.0,43466,162.187,5778,5778.0,2,1,4/11/2012,8/23/2012,134.0,
All Together,2012.0,43180,20.368,12887,1288.7,10,10,10/19/2012,5/19/2013,212.0,
Nobody Else But You,2012.0,43040,67.25,3759,1879.5,4,2,5/11/2012,10/18/2012,160.0,
Last Call at the Oasis,2012.0,42423,353.525,8899,2966.333,6,3,5/4/2012,5/24/2012,20.0,
Fat Kid Rules the World,2012.0,41457,6909.5,1450,1450.0,1,1,10/5/2012,10/11/2012,6.0,"$750,000"
The Comedy,2012.0,41113,186.877,6000,6000.0,4,1,11/9/2012,1/3/2013,55.0,
The FP,2012.0,40557,28.401,15465,552.321,28,28,3/16/2012,5/6/2012,51.0,
Paan Singh Tomar,2012.0,40311,201.555,20568,2056.8,10,10,3/2/2012,3/22/2012,20.0,
Soldiers of Fortune,2012.0,38898,59.843,24978,499.56,50,50,8/3/2012,8/16/2012,13.0,
Paul Williams Still Alive,2012.0,38691,351.736,6116,6116.0,2,1,6/8/2012,8/2/2012,55.0,
Death by China,2012.0,38492,142.563,5701,5701.0,3,1,8/17/2012,11/15/2012,90.0,
The Fairy,2012.0,38399,39.999,4199,2099.5,6,2,2/24/2012,8/2/2012,160.0,
Wagner & Me,2012.0,37745,7.99,4891,2445.5,4,2,12/7/2012,03/02/2016,1181.0,
Children of Paradise (2012 re-release),2012.0,36986,924.65,10741,5370.5,2,2,3/9/2012,3/29/2012,20.0,
Mansome,2012.0,36280,139.538,18395,919.75,20,20,5/18/2012,5/31/2012,13.0,
The Inbetweeners Movie,2012.0,36000,2.83,36000,3600.0,10,10,9/7/2012,03/02/2016,1272.0,
Bangkok Revenge,2012.0,35784,125.119,22116,1005.273,22,22,9/14/2012,9/27/2012,13.0,
Fetih 1453: The Conquest of Constantinople,2012.0,35730,4466.25,35730,8932.5,4,4,4/6/2012,4/8/2012,2.0,
Max et les Ferrailleurs (Max and the Junkmen) (2012 re-release),2012.0,35387,13.61,11264,11264.0,2,1,8/10/2012,03/02/2016,1300.0,
Comic-Con Episode IV: A Fan's Hope,2012.0,34665,251.196,8203,2734.333,6,3,4/6/2012,4/29/2012,23.0,1500000.0
Orchestra of Exiles,2012.0,34577,39.744,6719,6719.0,5,1,10/26/2012,4/18/2013,174.0,
Hit So Hard,2012.0,34025,5.995,6500,6500.0,4,1,4/13/2012,03/02/2016,1419.0,
District of Corruption,2012.0,31954,819.333,25086,8362.0,3,3,10/26/2012,11/8/2012,13.0,
Musical Chairs,2012.0,31478,1.822,9092,1010.222,12,9,3/23/2012,03/02/2016,1440.0,
Celine & Julie Go Boating (re-issue),2012.0,31452,22.498,5624,5624.0,1,1,5/4/2012,03/02/2016,1398.0,
Whores' Glory,2012.0,31420,7.454,5358,1786.0,3,3,4/27/2012,03/02/2016,1405.0,
Kalakalappu@Masala Cafe,2012.0,30949,2.225,17101,1710.1,10,10,5/11/2012,03/02/2016,1391.0,
L!fe Happens,2012.0,30905,96.578,20186,1261.625,16,16,4/13/2012,5/3/2012,20.0,
Meet the Fokkens,2012.0,30810,23.664,7628,7628.0,1,1,8/8/2012,03/02/2016,1302.0,
The Bay,2012.0,30668,102.569,19747,858.565,23,23,11/2/2012,11/15/2012,13.0,
Hide Away (2012),2012.0,30655,98.887,689,689.0,5,1,5/25/2012,7/26/2012,62.0,
Hermano,2012.0,29864,22.573,18835,384.388,49,49,8/24/2012,9/20/2012,27.0,
Sacrifice,2012.0,29792,208.336,15243,1385.727,11,11,7/27/2012,8/9/2012,13.0,
You've Been Trumped,2012.0,29273,52.744,4497,4497.0,5,1,8/3/2012,11/22/2012,111.0,
Kill List,2012.0,29063,85.479,9838,4919.0,10,2,2/3/2012,3/8/2012,34.0,
Hitler's Children,2012.0,28663,30.14,2939,2939.0,3,1,11/16/2012,9/29/2013,317.0,
North Sea Texas,2012.0,28307,85.006,4487,1495.667,3,3,11/2/2012,2/21/2013,111.0,
The Ambassador,2012.0,28102,2.742,13046,3261.5,8,4,8/29/2012,03/02/2016,1281.0,
Least Among Saints,2012.0,28026,129.75,15774,5258.0,8,3,10/12/2012,11/8/2012,27.0,
Port of Shadows (2012 re-issue),2012.0,27389,89.507,6618,6618.0,2,1,9/14/2012,2/14/2013,153.0,
"The Devil, Probably (2012 re-release)",2012.0,26816,77.503,1688,1688.0,2,1,1/13/2012,7/4/2012,173.0,
Here (2012),2012.0,26743,161.102,7927,7927.0,2,1,4/13/2012,7/5/2012,83.0,
"Pink Ribbons, Inc.",2012.0,26608,63.962,2721,907.0,4,3,6/1/2012,9/13/2012,104.0,
Django (2012 re-release),2012.0,25916,2.221,6150,768.75,10,8,12/21/2012,03/02/2016,1167.0,
Nobody Walks,2012.0,25342,106.479,7269,3634.5,7,2,10/19/2012,11/22/2012,34.0,
Death of the Virgin,2012.0,25247,205.26,8628,2876.0,3,3,2/10/2012,3/22/2012,41.0,
In Another Country,2012.0,25079,33.439,3207,3207.0,6,1,11/9/2012,3/14/2013,125.0,
Sound of Noise,2012.0,24565,3.379,5877,1959.0,5,3,3/9/2012,03/02/2016,1454.0,
Otter 501,2012.0,24449,127.339,5444,1814.667,4,3,5/11/2012,6/28/2012,48.0,
Radio Unnameable,2012.0,24090,9.56,5833,5833.0,2,1,9/19/2012,03/02/2016,1260.0,
Attenberg,2012.0,24036,108.27,3998,3998.0,2,1,3/9/2012,6/28/2012,111.0,
The Rabbi's Cat,2012.0,23392,81.222,4301,4301.0,6,1,12/7/2012,1/24/2013,48.0,
Hellbound?,2012.0,22887,134.629,3938,984.5,5,4,9/21/2012,10/25/2012,34.0,
The First Time,2012.0,22836,200.316,17061,897.947,19,19,10/19/2012,10/25/2012,6.0,
Keyhole,2012.0,22826,42.906,3294,3294.0,7,1,4/6/2012,6/21/2012,76.0,
The Long Day Closes (2012 re-release),2012.0,22765,122.392,1407,1407.0,2,1,3/5/2012,6/6/2012,93.0,
Carol Channing: Larger Than Life,2012.0,22740,252.667,5000,2500.0,3,2,1/20/2012,2/19/2012,30.0,
The Revisionaries,2012.0,22664,31.047,2608,2608.0,5,1,10/5/2012,2/28/2013,146.0,
Losing Control,2012.0,22081,5.111,2196,2196.0,3,1,3/23/2012,03/02/2016,1440.0,
My Worst Nightmare,2012.0,21952,4.462,1142,1142.0,4,1,10/19/2012,03/02/2016,1230.0,
Better Than Something: Jay Reatard,2012.0,21697,3.713,5712,1428.0,4,4,3/2/2012,03/02/2016,1461.0,
Waiting for Lightning,2012.0,21577,326.924,19537,1776.091,11,11,12/7/2012,12/13/2012,6.0,
Bonsai,2012.0,21267,73.082,2293,2293.0,3,1,5/11/2012,8/16/2012,97.0,
Girl Model,2012.0,21154,45.987,4898,4898.0,5,1,9/5/2012,12/6/2012,92.0,
Lay the Favorite,2012.0,20998,57.372,20998,344.23,61,61,12/7/2012,12/13/2012,6.0,
The Day,2012.0,20984,116.578,10121,843.417,12,12,8/29/2012,9/13/2012,15.0,
The Highest Pass,2012.0,20386,199.863,10125,5062.5,2,2,4/27/2012,6/17/2012,51.0,
Jesus Henry Christ,2012.0,20183,152.902,8192,2730.667,3,3,4/20/2012,6/3/2012,44.0,
How to Grow a Band,2012.0,20135,57.859,5705,5705.0,2,1,4/13/2012,10/4/2012,174.0,
In Over My Head,2012.0,19482,15.93,7476,7476.0,1,1,10/26/2012,03/02/2016,1223.0,"$100,000"
Tchoupitoulas,2012.0,19375,67.274,2379,2379.0,6,1,12/7/2012,1/24/2013,48.0,
The Color Wheel,2012.0,19001,48.721,3884,1942.0,3,2,5/18/2012,9/25/2012,130.0,
Sophomore,2012.0,18945,947.25,13097,13097.0,1,1,1/13/2012,2/2/2012,20.0,
The Hunger Games: Catching Fire,2013.0,424668047,772.804,158074286,37971.243,4163,4163,11/22/2013,4/3/2014,132.0,130000000.0
Iron Man 3,2013.0,409013994,728.566,174144585,40946.293,4253,4253,5/3/2013,9/12/2013,132.0,200000000.0
Frozen,2013.0,400738009,451.865,243390,243390.0,3742,1,11/22/2013,7/17/2014,237.0,150000000.0
Despicable Me 2,2013.0,368061265,466.733,83517315,20895.0,4003,3997,7/3/2013,1/16/2014,197.0,76000000.0
Man of Steel,2013.0,291045518,713.209,116619362,27720.314,4207,4207,6/14/2013,9/19/2013,97.0,225000000.0
Gravity,2013.0,274092705,332.185,55785112,15604.227,3820,3575,10/4/2013,5/8/2014,216.0,100000000.0
Monsters University,2013.0,268492764,370.476,82429469,20586.78,4004,4004,6/21/2013,12/19/2013,181.0,
The Hobbit: The Desolation of Smaug,2013.0,258366855,526.205,73645197,18868.869,3928,3903,12/13/2013,4/17/2014,125.0,
Fast & Furious 6,2013.0,238679850,608.592,97375245,26619.805,3771,3658,5/24/2013,9/5/2013,104.0,160000000.0
Oz The Great and Powerful,2013.0,234911825,454.917,79110453,20222.508,3912,3912,3/8/2013,7/18/2013,132.0,215000000.0
Star Trek Into Darkness,2013.0,228778661,492.068,70165559,18140.01,3907,3868,5/16/2013,9/12/2013,119.0,190000000.0
Thor: The Dark World,2013.0,206362140,335.788,85737841,22321.75,3841,3841,11/8/2013,4/17/2014,160.0,170000000.0
World War Z,2013.0,202359711,505.423,66411834,18411.931,3607,3607,6/21/2013,10/10/2013,111.0,190000000.0
The Croods,2013.0,187168425,254.386,43639736,10785.896,4065,4046,3/22/2013,9/19/2013,181.0,135000000.0
The Heat,2013.0,159582188,300.12,39115043,12296.461,3184,3181,6/28/2013,12/12/2013,167.0,43000000.0
We're the Millers,2013.0,150394119,363.798,26419396,8104.109,3445,3260,8/7/2013,12/5/2013,120.0,37000000.0
American Hustle,2013.0,150117807,500.884,740455,123409.167,2629,6,12/13/2013,4/6/2014,114.0,40000000.0
The Great Gatsby (2013),2013.0,144840419,392.309,50085185,14168.369,3550,3535,5/10/2013,8/22/2013,104.0,105000000.0
The Conjuring,2013.0,137400141,424.127,41855326,14417.956,3115,2903,7/19/2013,10/31/2013,104.0,20000000.0
Identity Thief,2013.0,134506920,352.907,34551025,11000.008,3230,3141,2/8/2013,6/6/2013,118.0,35000000.0
Grown Ups 2,2013.0,133668525,299.136,41508572,11890.167,3491,3491,7/12/2013,11/17/2013,128.0,80000000.0
The Wolverine,2013.0,132556852,255.917,53113752,13535.615,3924,3924,7/26/2013,12/5/2013,132.0,120000000.0
Anchorman 2: The Legend Continues,2013.0,125168368,557.672,26232425,7480.019,3507,3507,12/18/2013,2/20/2014,64.0,50000000.0
Lone Survivor,2013.0,125095601,359.253,90872,45436.0,3285,2,12/25/2013,4/10/2014,106.0,40000000.0
G.I. Joe: Retaliation,2013.0,122523060,292.972,40501814,10890.512,3734,3719,3/28/2013,7/18/2013,112.0,130000000.0
Cloudy with a Chance of Meatballs 2,2013.0,119793567,176.123,34017930,8502.357,4001,4001,9/27/2013,3/16/2014,170.0,78000000.0
Now You See Me,2013.0,117723989,323.706,29350389,10034.321,3082,2925,5/31/2013,9/26/2013,118.0,75000000.0
The Wolf of Wall Street,2013.0,116900694,461.797,18361578,7237.516,2557,2537,12/25/2013,4/3/2014,99.0,100000000.0
Lee Daniels' The Butler,2013.0,116632095,193.506,24637312,8400.038,3330,2933,8/16/2013,2/13/2014,181.0,30000000.0
The Hangover Part III,2013.0,112200072,374.675,41671198,11721.856,3565,3555,5/23/2013,8/15/2013,84.0,103000000.0
Epic,2013.0,107518682,233.995,33531068,8637.575,3894,3882,5/24/2013,9/19/2013,118.0,100000000.0
Captain Phillips,2013.0,107100855,239.972,25718314,8515.998,3143,3020,10/11/2013,3/2/2014,142.0,55000000.0
Jackass Presents: Bad Grandpa,2013.0,102003019,338.824,32055177,9608.866,3345,3336,10/25/2013,1/23/2014,90.0,15000000.0
Pacific Rim,2013.0,101802906,319.487,37285325,11384.832,3285,3275,7/12/2013,10/17/2013,97.0,190000000.0
This is the End,2013.0,101470202,286.332,20719162,6782.05,3055,3055,6/12/2013,10/6/2013,116.0,32000000.0
Olympus Has Fallen,2013.0,98925640,286.936,30373794,9804.323,3106,3098,3/22/2013,7/11/2013,111.0,70000000.0
42,2013.0,95020213,268.328,27487144,9153.228,3405,3003,4/12/2013,7/25/2013,104.0,40000000.0
Elysium,2013.0,93050117,264.807,29807393,9076.551,3284,3284,8/9/2013,11/24/2013,107.0,115000000.0
Planes,2013.0,90288712,184.07,22232291,6005.481,3716,3702,8/9/2013,12/19/2013,132.0,50000000.0
The Lone Ranger,2013.0,89302115,231.056,29210849,7482.287,3904,3904,7/3/2013,10/10/2013,99.0,215000000.0
Oblivion,2013.0,89107235,340.561,37054485,9795.0,3792,3783,4/19/2013,6/27/2013,69.0,120000000.0
Insidious Chapter 2,2013.0,83586447,273.127,40272103,13208.299,3155,3049,9/13/2013,12/19/2013,97.0,5000000.0
Saving Mr. Banks,2013.0,83301580,249.499,413373,27558.2,2671,15,12/13/2013,4/17/2014,125.0,35000000.0
Turbo,2013.0,83028128,147.283,21312625,5599.744,3809,3806,7/17/2013,12/12/2013,148.0,135000000.0
2 Guns,2013.0,75612460,300.857,27059130,8945.167,3028,3025,8/2/2013,10/24/2013,83.0,61000000.0
White House Down,2013.0,73103784,287.202,24852258,7713.302,3222,3222,6/28/2013,9/15/2013,79.0,150000000.0
Mama,2013.0,71628180,338.898,28402310,10730.0,2781,2647,1/18/2013,4/4/2013,76.0,15000000.0
Safe Haven,2013.0,71349120,210.833,21401594,6640.271,3223,3223,2/14/2013,5/30/2013,105.0,28000000.0
The Smurfs 2,2013.0,71017784,168.487,17548389,4539.159,3867,3866,7/31/2013,11/17/2013,109.0,105000000.0
The Best Man Holiday,2013.0,70525195,628.259,30107555,14875.274,2041,2024,11/15/2013,1/9/2014,55.0,17000000.0
Percy Jackson: Sea of Monsters,2013.0,68559554,126.475,14401054,4751.255,3080,3031,8/7/2013,1/30/2014,176.0,90000000.0
A Good Day to Die Hard,2013.0,67349198,193.316,24834845,6989.824,3555,3553,2/14/2013,5/23/2013,98.0,92000000.0
Warm Bodies,2013.0,66380662,227.43,20353967,6764.363,3009,3009,2/1/2013,5/9/2013,97.0,35000000.0
Jack the Giant Slayer,2013.0,65187603,177.817,27202226,7716.944,3525,3525,3/1/2013,6/13/2013,104.0,195000000.0
The Purge,2013.0,64473115,401.347,34058360,13429.953,2591,2536,6/7/2013,8/8/2013,62.0,3000000.0
Last Vegas,2013.0,63914167,177.882,16334566,5329.385,3237,3065,11/1/2013,2/20/2014,111.0,28000000.0
Ender's Game,2013.0,61737191,262.619,27017351,7929.953,3407,3407,11/1/2013,1/9/2014,69.0,110000000.0
Prisoners,2013.0,61002302,243.97,20817053,6385.599,3290,3260,9/20/2013,12/5/2013,76.0,46000000.0
After Earth,2013.0,60522097,225.258,27520040,8091.749,3401,3401,5/31/2013,8/18/2013,79.0,130000000.0
The Secret Life of Walter Mitty,2013.0,58236838,188.023,12765508,4388.281,2922,2909,12/25/2013,4/10/2014,106.0,90000000.0
Escape From Planet Earth,2013.0,57012977,106.272,15891055,4833.046,3353,3288,2/15/2013,7/25/2013,160.0,40000000.0
12 Years a Slave,2013.0,56671993,190.335,923715,48616.579,1474,19,10/18/2013,5/8/2014,202.0,20000000.0
Free Birds,2013.0,55750480,107.356,15805237,4230.524,3736,3736,11/1/2013,3/20/2014,139.0,55000000.0
Hansel and Gretel: Witch Hunters,2013.0,55703475,183.386,19690956,5839.548,3375,3372,1/25/2013,4/25/2013,90.0,50000000.0
Evil Dead (2013),2013.0,54239856,275.854,25775847,8520.941,3025,3025,4/5/2013,6/9/2013,65.0,17000000.0
Red 2,2013.0,53262560,196.222,18048422,5984.225,3016,3016,7/19/2013,10/17/2013,90.0,84000000.0
Tyler Perry's A Madea Christmas,2013.0,52543354,386.269,16007634,7296.096,2194,2194,12/13/2013,2/13/2014,62.0,
Tyler Perry's Temptation: Confessions of a Marriage Counselor,2013.0,51975354,409.532,21641679,10572.388,2047,2047,3/29/2013,5/30/2013,62.0,
The Call,2013.0,51872378,240.593,17118745,6828.379,2507,2507,3/15/2013,6/9/2013,86.0,13000000.0
Pain and Gain,2013.0,49875291,120.8,20244505,6177.756,3303,3277,4/26/2013,8/29/2013,125.0,26000000.0
Gangster Squad,2013.0,46000903,178.61,17070347,5501.24,3103,3103,1/11/2013,4/4/2013,83.0,60000000.0
Jurassic Park 3D,2013.0,45385935,340.367,18620145,6719.648,2778,2771,4/5/2013,5/23/2013,48.0,10000000.0
The Internship,2013.0,44672764,135.494,17325307,5147.15,3399,3366,6/7/2013,9/12/2013,97.0,58000000.0
Instructions Not Included,2013.0,44467206,437.187,7846426,22547.201,978,348,8/30/2013,12/12/2013,104.0,
Snitch,2013.0,42930462,176.257,13167607,5243.969,2511,2511,2/22/2013,5/30/2013,97.0,
Riddick,2013.0,42025135,245.137,19030375,6125.0,3117,3107,9/6/2013,10/31/2013,55.0,38000000.0
A Haunted House,2013.0,40041683,363.487,18101682,8380.408,2160,2160,1/11/2013,3/3/2013,51.0,2500000.0
47 Ronin,2013.0,38362475,331.654,9910310,3685.5,2690,2689,12/25/2013,2/6/2014,43.0,175000000.0
August: Osage County,2013.0,37738810,118.582,179302,35860.4,2411,5,12/27/2013,5/8/2014,132.0,
Philomena,2013.0,37709979,170.075,128435,32108.75,1225,4,11/22/2013,5/22/2014,181.0,12000000.0
The Family (2013),2013.0,36918811,101.22,14034764,4540.525,3091,3091,9/13/2013,1/9/2014,118.0,30000000.0
Walking with Dinosaurs,2013.0,36076121,100.219,7091938,2194.967,3243,3231,12/20/2013,4/10/2014,111.0,80000000.0
Carrie (2013),2013.0,35266619,301.917,16101552,5100.27,3157,3157,10/18/2013,11/24/2013,37.0,30000000.0
Texas Chainsaw 3D,2013.0,34341945,234.825,21744470,8193.093,2659,2654,1/4/2013,2/28/2013,55.0,
R.I.P.D.,2013.0,33618855,170.838,12691415,4450.005,2852,2852,7/19/2013,9/26/2013,69.0,130000000.0
Blue Jasmine,2013.0,33405481,103.733,612064,102010.667,1283,6,7/26/2013,4/3/2014,251.0,
Kevin Hart: Let Me Explain,2013.0,32244051,722.961,10030463,11450.3,892,876,7/3/2013,8/22/2013,50.0,
Side Effects (2013),2013.0,32172757,127.324,9303145,3571.265,2605,2605,2/8/2013,5/16/2013,97.0,
Scary Movie 5,2013.0,32015787,90.489,14157367,4161.484,3402,3402,4/12/2013,7/25/2013,104.0,20000000.0
The Mortal Instruments: City of Bones,2013.0,31165421,217.29,9336957,2994.534,3118,3118,8/21/2013,10/6/2013,46.0,60000000.0
